line,division,day_type,day_type_label,month,month_date,year,period,otp_pct,on_time,scheduled
N,B DIVISION,1,Weekday,2015-04-01,2015-04-01T00:00:00Z,2015,2015-2019,0.730023801,4294,5882
Q,B DIVISION,1,Weekday,2015-04-01,2015-04-01T00:00:00Z,2015,2015-2019,0.782926001,4613,5892
R,B DIVISION,1,Weekday,2015-04-01,2015-04-01T00:00:00Z,2015,2015-2019,0.601632522,3759,6248
S Fkln,B DIVISION,1,Weekday,2015-04-01,2015-04-01T00:00:00Z,2015,2015-2019,0.998454405,2584,2588
S Rock,B DIVISION,1,Weekday,2015-04-01,2015-04-01T00:00:00Z,2015,2015-2019,0.961081081,3556,3700
1,A DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.786623851,7104,9031
2,A DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.443007276,2740,6185
3,A DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.670879842,4087,6092
4,A DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.416167665,3058,7348
5,A DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.402022947,2663,6624
6,A DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.499821588,5603,11210
7,A DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.8327258,10280,12345
S 42nd,A DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.970360825,11295,11640
A,B DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.673497082,4963,7369
B,B DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.771359223,3178,4120
C,B DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.79425,3177,4000
D,B DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.751179913,3979,5297
E,B DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.667804755,5281,7908
F,B DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.59442804,4630,7789
G,B DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.66767803,3741,5603
JZ,B DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.721488816,3935,5454
L,B DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.952670387,9561,10036
M,B DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.679323308,3614,5320
N,B DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.648496241,3450,5320
Q,B DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.68422889,3922,5732
R,B DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.553169014,3142,5680
S Fkln,B DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,1,2360,2360
S Rock,B DIVISION,1,Weekday,2015-05-01,2015-05-01T00:00:00Z,2015,2015-2019,0.944811038,3150,3334
1,A DIVISION,1,Weekday,2015-06-01,2015-06-01T00:00:00Z,2015,2015-2019,0.806828482,8011,9929
2,A DIVISION,1,Weekday,2015-06-01,2015-06-01T00:00:00Z,2015,2015-2019,0.426690079,2916,6834
3,A DIVISION,1,Weekday,2015-06-01,2015-06-01T00:00:00Z,2015,2015-2019,0.686693301,4469,6508
4,A DIVISION,1,Weekday,2015-06-01,2015-06-01T00:00:00Z,2015,2015-2019,0.431144964,3566,8271
5,A DIVISION,1,Weekday,2015-06-01,2015-06-01T00:00:00Z,2015,2015-2019,0.403638908,2884,7145
6,A DIVISION,1,Weekday,2015-06-01,2015-06-01T00:00:00Z,2015,2015-2019,0.474181411,5923,12491
7,A DIVISION,1,Weekday,2015-06-01,2015-06-01T00:00:00Z,2015,2015-2019,0.844374033,11459,13571
S 42nd,A DIVISION,1,Weekday,2015-06-01,2015-06-01T00:00:00Z,2015,2015-2019,0.978554779,12594,12870
A,B DIVISION,1,Weekday,2015-06-01,2015-06-01T00:00:00Z,2015,2015-2019,0.672821911,5429,8069
B,B DIVISION,1,Weekday,2015-06-01,2015-06-01T00:00:00Z,2015,2015-2019,0.769196823,3486,4532
C,B DIVISION,1,Weekday,2015-06-01,2015-06-01T00:00:00Z,2015,2015-2019,0.795909091,3502,4400
D,B DIVISION,1,Weekday,2015-06-01,2015-06-01T00:00:00Z,2015,2015-2019,0.734077253,4276,5825
E,B DIVISION,1,Weekday,2015-06-01,2015-06-01T00:00:00Z,2015,2015-2019,0.720777727,6265,8692
F,B DIVISION,1,Weekday,2015-06-01,2015-06-01T00:00:00Z,2015,2015-2019,0.601026988,5033,8374
G,B DIVISION,1,Weekday,2015-06-01,2015-06-01T00:00:00Z,2015,2015-2019,0.630656934,3888,6165
JZ,B DIVISION,1,Weekday,2015-06-01,2015-06-01T00:00:00Z,2015,2015-2019,0.677935054,4071,6005
L,B DIVISION,1,Weekday,2015-06-01,2015-06-01T00:00:00Z,2015,2015-2019,0.905284515,9816,10843
